pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
7892	Dois gatos brancos estão brincando com um cachorro castanho e uma bola	Dois cachorros brancos e um cachorro castanho estão perseguindo a bola	NEUTRAL	3.5	A_neutral_B	B_neutral_A	Two white cats are playing with a brown dog and a ball	Two white dogs and one brown dog are chasing a ball	FLICKR	FLICKR	TRAIN
7893	Dois cachorros brancos estão brincando com um cachorro castanho e uma bola	Dois cachorros brancos e um cachorro castanho estão perseguindo um brinquedo	ENTAILMENT	4.3	A_entails_B	B_neutral_A	Two white dogs are playing with a brown dog and a ball	Two white dogs and one brown dog are chasing a toy	FLICKR	FLICKR	TRAIN
7894	Dois cachorros brancos e um cachorro castanho não estão perseguindo a bola	Dois cachorros brancos estão brincando com um cachorro castanho e uma bola	NEUTRAL	4	A_neutral_B	B_contradicts_A	Two white dogs and one brown dog are not chasing a ball	Two white dogs are playing with a brown dog and a ball	FLICKR	FLICKR	TEST
7895	Dois cachorros brancos e um cachorro castanho estão perseguindo a bola	Dois cachorros brancos estão brincando com um cachorro castanho e uma bola	NEUTRAL	4.3	A_neutral_B	B_neutral_A	Two white dogs and one brown dog are chasing a ball	Two white dogs are playing with a brown dog and a ball	FLICKR	FLICKR	TEST
7896	Um carro de corrida branco está passando por uma poça	Um veículo de corrida branco está passando por uma poça	ENTAILMENT	4.635	A_entails_B	B_entails_A	A white race car is driving through a puddle	A white racing vehicle is driving through a puddle	FLICKR	FLICKR	TRAIN
7897	Um carro de corrida branco está passando por uma poça	Não tem nenhum carro de corrida branco dirigindo através de uma poça	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	A white race car is driving through a puddle	There is no white race car driving through a puddle	FLICKR	FLICKR	TEST
7898	O carro de rali branco está jogando lama no ar e está se aproximando de uma curva na pista	Um carro de rali branco está jogando lama no ar e está se aproximando de uma curva na pista	ENTAILMENT	4.9	A_entails_B	B_entails_A	The white rally car is throwing mud into the air and is approaching a bend in the track	A white rally car is throwing mud into the air and is approaching a bend in the track	FLICKR	FLICKR	TRAIN
7899	Um carro de rali branco está jogando lama no ar e está se aproximando de uma curva na pista	Um carro preto de rali está lançando lama no ar e está se aproximando de uma curva na pista	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A white rally car is throwing mud into the air and is approaching a bend in the track	A black rally car is throwing mud into the air and is approaching a bend in the track	FLICKR	FLICKR	TRAIN
7900	Um carro de corrida branco está passando por uma poça	O carro de rali branco está jogando lama no ar e está se aproximando de uma curva na pista	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A white race car is driving through a puddle	The white rally car is throwing mud into the air and is approaching a bend in the track	FLICKR	FLICKR	TRAIN
7901	Um carro preto de rali está lançando lama no ar e está se aproximando de uma curva na pista	Um carro de corrida branco está passando por uma poça	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A black rally car is throwing mud into the air and is approaching a bend in the track	A white race car is driving through a puddle	FLICKR	FLICKR	TEST
7902	Um carro de rali branco está jogando lama no ar e está se aproximando de uma curva na pista	Um veículo de corrida branco está passando por uma poça	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A white rally car is throwing mud into the air and is approaching a bend in the track	A white racing vehicle is driving through a puddle	FLICKR	FLICKR	TRAIN
7903	Um carro de rali branco está jogando lama no ar e está se aproximando de uma curva na pista	Não tem nenhum carro de corrida branco dirigindo através de uma poça	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A white rally car is throwing mud into the air and is approaching a bend in the track	There is no white race car driving through a puddle	FLICKR	FLICKR	TRAIN
7904	Um carro de corrida branco está passando por uma poça	Um carro de rali branco está jogando lama no ar e está se aproximando de uma curva na pista	NEUTRAL	3.535	A_neutral_B	B_neutral_A	A white race car is driving through a puddle	A white rally car is throwing mud into the air and is approaching a bend in the track	FLICKR	FLICKR	TEST
7905	Um cachorro está pulando em uma bola de futebol azul brilhante em um campo de folhas secas	Um animal está pulando em uma bola de futebol azul brilhante em um campo de folhas secas	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A dog is jumping at a shiny blue soccer ball in a field of dry leaves	An animal is jumping at a shiny blue soccer ball in a field of dry leaves	FLICKR	FLICKR	TEST
7906	Um cachorro está pulando em uma bola de futebol azul brilhante em um campo de folhas secas	Não tem nenhum cachorro pulando em uma bola azul brilhante em um campo de folhas secas	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A dog is jumping at a shiny blue soccer ball in a field of dry leaves	There is no dog jumping at a shiny blue soccer ball in a field of dry leaves	FLICKR	FLICKR	TRAIN
7907	Um cachorro está pulando em uma bola de futebol azul brilhante em um campo de folhas secas	Um cachorro está pulando em folhas secas em um campo de bolas de futebol azul brilhantes	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A dog is jumping at a shiny blue soccer ball in a field of dry leaves	A dog is jumping at dry leaves in a field of shiny blue soccer balls	FLICKR	FLICKR	TEST
7908	Um pequenino cachorro preto está usando uma coleira vermelha e está entre as folhas com uma bola azul	Um pequeno cachorro preto está usando uma coleira vermelha e está no meio das folhas com uma bola azul	ENTAILMENT	4.7	A_entails_B	B_entails_A	A small black dog is wearing a red collar and is in the leaves with a blue ball	A little black dog is wearing a red collar and is in the leaves with a blue ball	FLICKR	FLICKR	TEST
7909	Um grande cachorro preto está usando uma coleira vermelha e está nas folhas com uma bola azul	Um pequeno cachorro preto está usando uma coleira vermelha e está no meio das folhas com uma bola azul	NEUTRAL	4	A_neutral_B	B_neutral_A	A big black dog is wearing a red collar and is in the leaves with a blue ball	A little black dog is wearing a red collar and is in the leaves with a blue ball	FLICKR	FLICKR	TRAIN
7910	Um pequenino cachorro preto está usando uma coleira vermelha e está entre as folhas com uma bola azul	Um cachorro está pulando em uma bola de futebol azul brilhante em um campo de folhas secas	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A small black dog is wearing a red collar and is in the leaves with a blue ball	A dog is jumping at a shiny blue soccer ball in a field of dry leaves	FLICKR	FLICKR	TEST
7911	Um grande cachorro preto está usando uma coleira vermelha e está nas folhas com uma bola azul	Um cachorro está pulando em uma bola de futebol azul brilhante em um campo de folhas secas	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A big black dog is wearing a red collar and is in the leaves with a blue ball	A dog is jumping at a shiny blue soccer ball in a field of dry leaves	FLICKR	FLICKR	TEST
7912	Um pequeno cachorro preto está usando uma coleira vermelha e está no meio das folhas com uma bola azul	Um animal está pulando em uma bola de futebol azul brilhante em um campo de folhas secas	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A little black dog is wearing a red collar and is in the leaves with a blue ball	An animal is jumping at a shiny blue soccer ball in a field of dry leaves	FLICKR	FLICKR	TRAIN
7913	Um pequeno cachorro preto está usando uma coleira vermelha e está no meio das folhas com uma bola azul	Não tem nenhum cachorro pulando em uma bola azul brilhante em um campo de folhas secas	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A little black dog is wearing a red collar and is in the leaves with a blue ball	There is no dog jumping at a shiny blue soccer ball in a field of dry leaves	FLICKR	FLICKR	TEST
7914	Um pequeno cachorro preto está usando uma coleira vermelha e está no meio das folhas com uma bola azul	Um cachorro está pulando em folhas secas em um campo de bolas de futebol azul brilhantes	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A little black dog is wearing a red collar and is in the leaves with a blue ball	A dog is jumping at dry leaves in a field of shiny blue soccer balls	FLICKR	FLICKR	TEST
7915	Um cachorro está pulando em uma bola de futebol azul brilhante em um campo de folhas secas	Um pequeno cachorro preto está usando uma coleira vermelha e está no meio das folhas com uma bola azul	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A dog is jumping at a shiny blue soccer ball in a field of dry leaves	A little black dog is wearing a red collar and is in the leaves with a blue ball	FLICKR	FLICKR	TEST
7916	Um cachorro está correndo em direção a uma bola	Um cachorro está correndo em direção a um brinquedo	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A dog is running towards a ball	A dog is running towards a toy	FLICKR	FLICKR	TEST
7917	Um cachorro não está correndo em direção a uma bola	Um cachorro está correndo em direção a uma bola	CONTRADICTION	2.5	A_contradicts_B	B_contradicts_A	A dog is not running towards a ball	A dog is running towards a ball	FLICKR	FLICKR	TRAIN
7918	Um cachorro está correndo por um campo e está perseguindo uma bola	Um cachorro está correndo por um campo e está perseguindo um menino	ENTAILMENT	4.7	A_entails_B	B_neutral_A	A dog is running through a field and is chasing a ball	A dog is running through a field and is chasing a toy	FLICKR	FLICKR	TEST
7919	Um cachorro está correndo por um campo e está perseguindo uma bola	Não tem nenhum cachorro correndo pelo campo e perseguindo uma bola	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A dog is running through a field and is chasing a ball	There is no dog running through a field and chasing a ball	FLICKR	FLICKR	TEST
7920	Um cachorro está correndo em direção a uma bola	Um cachorro está correndo por um campo e está perseguindo um menino	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A dog is running towards a ball	A dog is running through a field and is chasing a toy	FLICKR	FLICKR	TEST
7921	Um cachorro está correndo em direção a uma bola	Não tem nenhum cachorro correndo pelo campo e perseguindo uma bola	NEUTRAL	2.9	A_neutral_B	B_contradicts_A	A dog is running towards a ball	There is no dog running through a field and chasing a ball	FLICKR	FLICKR	TRAIN
7922	Um cachorro está correndo por um campo e está perseguindo uma bola	Um cachorro está correndo em direção a um brinquedo	ENTAILMENT	4.1	A_entails_B	B_neutral_A	A dog is running through a field and is chasing a ball	A dog is running towards a toy	FLICKR	FLICKR	TEST
7923	Um cachorro não está correndo em direção a uma bola	Um cachorro está correndo por um campo e está perseguindo uma bola	CONTRADICTION	2.6	A_contradicts_B	B_contradicts_A	A dog is not running towards a ball	A dog is running through a field and is chasing a ball	FLICKR	FLICKR	TRAIN
7924	Um cachorro está correndo por um campo e está perseguindo uma bola	Um cachorro está correndo em direção a uma bola	ENTAILMENT	4.1	A_entails_B	B_neutral_A	A dog is running through a field and is chasing a ball	A dog is running towards a ball	FLICKR	FLICKR	TEST
7925	Quatro atletas estão com um homem em um estádio cheio	Quatro atletas estão com uma pessoa em um estádio lotado	ENTAILMENT	4.7	A_entails_B	B_neutral_A	Four athletes are with a man in a crowded stadium	Four athletes are with a person in a crowded stadium	FLICKR	FLICKR	TRAIN
7926	Quatro atletas estão com um homem em um estádio cheio	Quatro atletas estão com uma mulher em um estádio lotado	NEUTRAL	3.5	A_neutral_B	B_contradicts_A	Four athletes are with a man in a crowded stadium	Four athletes are with a woman in a crowded stadium	FLICKR	FLICKR	TRAIN
7927	Uma pessoa de jaqueta rosa está correndo para o campo	Uma pessoa de rosa está correndo para o campo	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A person in a pink jacket is running onto the field	A person in pink is running onto the field	FLICKR	FLICKR	TRAIN
7928	Uma pessoa de jaqueta rosa está correndo para o campo	Uma pessoa de jaqueta rosa não está correndo para o campo	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	A person in a pink jacket is running onto the field	A person in a pink jacket is not running onto the field	FLICKR	FLICKR	TEST
7929	Uma pessoa de rosa está correndo para o campo	Quatro atletas estão com um homem em um estádio cheio	NEUTRAL	1.6	A_neutral_B	B_neutral_A	A person in pink is running onto the field	Four athletes are with a man in a crowded stadium	FLICKR	FLICKR	TEST
7930	Quatro atletas estão com um homem em um estádio cheio	Uma pessoa de jaqueta rosa não está correndo para o campo	NEUTRAL	1.2	A_neutral_B	B_neutral_A	Four athletes are with a man in a crowded stadium	A person in a pink jacket is not running onto the field	FLICKR	FLICKR	TEST
7931	Quatro atletas estão com uma pessoa em um estádio lotado	Uma pessoa de jaqueta rosa está correndo para o campo	NEUTRAL	1.6	A_neutral_B	B_neutral_A	Four athletes are with a person in a crowded stadium	A person in a pink jacket is running onto the field	FLICKR	FLICKR	TEST
7932	Uma pessoa de jaqueta rosa está correndo para o campo	Quatro atletas estão com uma mulher em um estádio lotado	NEUTRAL	2	A_neutral_B	B_neutral_A	A person in a pink jacket is running onto the field	Four athletes are with a woman in a crowded stadium	FLICKR	FLICKR	TRIAL
7933	Uma pessoa de jaqueta rosa está correndo para o campo	Quatro atletas estão com um homem em um estádio cheio	NEUTRAL	1.5	A_neutral_B	B_neutral_A	A person in a pink jacket is running onto the field	Four athletes are with a man in a crowded stadium	FLICKR	FLICKR	TRAIN
7934	Um cachecol de pele está sendo segurado por uma mulher asiática	Uma mulher asiática está segurando um cachecol de pele	ENTAILMENT	5	A_entails_B	B_entails_A	A fur scarf is being held by an Asian woman	An Asian woman is holding a fur scarf	FLICKR	FLICKR	TRAIN
7935	Uma mulher asiática está segurando um cachecol de pele	Não tem nenhuma mulher asiática segurando um lenço de peles	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	An Asian woman is holding a fur scarf	There is no Asian woman holding a fur scarf	FLICKR	FLICKR	TRAIN
7936	Uma mulher vestida com roupas elegantes está dentro de uma multidão de pessoas e está olhando para baixo	Uma mulher elegante está dentro de uma multidão de pessoas e está olhando para baixo	ENTAILMENT	4.8	A_entails_B	B_entails_A	A woman dressed in elegant clothing is inside a crowd of people and is looking down	An elegant woman is inside a crowd of people and is looking down	FLICKR	FLICKR	TRAIN
7937	Uma mulher vestida com roupas elegantes está dentro de uma multidão de pessoas e está olhando para cima	Uma mulher vestida com roupas elegantes está dentro de uma multidão de pessoas e está olhando para baixo	NEUTRAL	3.1	A_contradicts_B	B_neutral_A	A woman dressed in elegant clothing is inside a crowd of people and is looking up	A woman dressed in elegant clothing is inside a crowd of people and is looking down	FLICKR	FLICKR	TRIAL
